Tanggal,Judul,URL,Sentimen
15-11-2020,"Pascalibur Panjang, Tingkat Hunian RS Darurat Covid-19 Naik 21 Persen",https://kabar24.bisnis.com/read/20201115/15/1317889/pascalibur-panjang-tingkat-hunian-rs-darurat-covid-19-naik-21-persen,Positif
02-02-2022,Waduh! 100 Calon Taruna Poltekim Kemenkumham Positif Covid-19,https://kabar24.bisnis.com/read/20220202/15/1496058/waduh-100-calon-taruna-poltekim-kemenkumham-positif-covid-19,Positif
30-05-2023,Asosiasi Petani Sawit Bicara Potensi PalmCo,https://ekonomi.bisnis.com/read/20230530/99/1660821/asosiasi-petani-sawit-bicara-potensi-palmco,Positif
29-06-2023,"Lebih dari 90.000 Kendaraan Bergerak ke Bandung via Tol Cipularang, Lalin Tetap Lancar",https://kabar24.bisnis.com/read/20230629/15/1670261/lebih-dari-90000-kendaraan-bergerak-ke-bandung-via-tol-cipularang-lalin-tetap-lancar,Positif
09-01-2023,Bank Sumut Optimistis Naik Kelas ke KBMI 2 Usai Gelar IPO,https://finansial.bisnis.com/read/20230109/90/1616557/bank-sumut-optimistis-naik-kelas-ke-kbmi-2-usai-gelar-ipo,Positif
25-04-2022,"Rekomendasi Drakor Dengan Rekor Tertinggi, Cocok Ditonton Saat Libur Lebaran",https://lifestyle.bisnis.com/read/20220425/254/1527133/rekomendasi-drakor-dengan-rekor-tertinggi-cocok-ditonton-saat-libur-lebaran,Positif
11-05-2022,"Biaya Tabungan Now Bank Mandiri (BMRI) Naik Per Juni 2022, Ini Besarannya",https://finansial.bisnis.com/read/20220511/90/1532192/biaya-tabungan-now-bank-mandiri-bmri-naik-per-juni-2022-ini-besarannya,Positif
24-07-2018,Merdeka Copper Gold (MDKA) Ekspansi Tambang Tembaga FRL,https://market.bisnis.com/read/20180724/192/820328/merdeka-copper-gold-mdka-ekspansi-tambang-tembaga-frl,Positif
08-08-2023,"Nasabah Unit-Linked Astra Life Lirik Investasi Saham, Tempatkan Rp3,2 Triliun per Semester I/2023",https://finansial.bisnis.com/read/20230808/215/1682486/nasabah-unit-linked-astra-life-lirik-investasi-saham-tempatkan-rp32-triliun-per-semester-i2023,Positif
14-12-2020,Sektor Transportasi Bali Mulai Tumbuh Akhir Tahun Ini,https://bali.bisnis.com/read/20201214/537/1330939/sektor-transportasi-bali-mulai-tumbuh-akhir-tahun-ini,Positif
20-09-2021,Rektor IPB: Perlu Komitmen Kuat Pemda untuk Dorong Poros Maritim,https://kabar24.bisnis.com/read/20210920/15/1444740/rektor-ipb-perlu-komitmen-kuat-pemda-untuk-dorong-poros-maritim,Positif
06-01-2023,"Tinjau Blok Rokan, Presiden Joko Widodo: SDM Kita Mampu, Produksinya Meningkat",https://sumatra.bisnis.com/read/20230106/534/1615676/tinjau-blok-rokan-presiden-joko-widodo-sdm-kita-mampu-produksinya-meningkat,Positif
26-06-2018,"Preview Argentina vs Nigeria, Susunan Pemain, Rekor Pertemuan, Bola Messi",https://bola.bisnis.com/read/20180626/397/809782/preview-argentina-vs-nigeria-susunan-pemain-rekor-pertemuan-bola-messi-,Positif
29-03-2022,"Sambut Ramadhan, Tokopedia Siapkan Beberapa Program Dukung Kenaikan Transaksi Daring.",https://teknologi.bisnis.com/read/20220329/266/1516567/sambut-ramadhan-tokopedia-siapkan-beberapa-program-dukung-kenaikan-transaksi-daring,Positif
13-03-2018,Kinerja 2017: Pendapatan Panca Budi Idaman (PBID) Naik 11%-12%,https://market.bisnis.com/read/20180313/192/749505/kinerja-2017-pendapatan-panca-budi-idaman-pbid-naik-11-12,Positif
02-02-2018,"Gaji Pas-Pasan, Jangan Takut Beli Asuransi, Kenapa?",https://finansial.bisnis.com/read/20180202/55/733808/gaji-pas-pasan-jangan-takut-beli-asuransi-kenapa,Positif
08-07-2018,Investasi Usaha Bengkel Pesawat Dipengaruhi Kepentingan Negara Tujuan,https://ekonomi.bisnis.com/read/20180708/98/814119/investasi-usaha-bengkel-pesawat-dipengaruhi-kepentingan-negara-tujuan,Positif
23-01-2019,Yusuf Mansur Tertarik Beli Saham Anak Usaha Pelindo II,https://ekonomi.bisnis.com/read/20190123/98/881861/yusuf-mansur-tertarik-beli-saham-anak-usaha-pelindo-ii,Positif
03-03-2020,"Laba Bank Kecil Tergerus, Ekonom Sarankan Perhatikan Teknologi",https://finansial.bisnis.com/read/20200303/90/1208733/laba-bank-kecil-tergerus-ekonom-sarankan-perhatikan-teknologi,Positif
22-03-2022,Investasi China ke Indonesia Bakal Diutamakan dari Sektor Ini,https://ekonomi.bisnis.com/read/20220322/9/1513898/investasi-china-ke-indonesia-bakal-diutamakan-dari-sektor-ini,Positif
01-08-2019,Tarif Parkir di Jakarta Bakal Naik,https://jakarta.bisnis.com/read/20190801/77/1131747/tarif-parkir-di-jakarta-bakal-naik,Positif
24-12-2022,Pertamina Jamin Stok BBM di Kalimantan Timur Aman saat Nataru,https://ekonomi.bisnis.com/read/20221224/44/1611842/pertamina-jamin-stok-bbm-di-kalimantan-timur-aman-saat-nataru,Positif
24-06-2020,"Aguero Bakal Naik Meja Operasi, Absen Hingga Waktu Tak Tentu",https://bola.bisnis.com/read/20200624/393/1257353/aguero-bakal-naik-meja-operasi-absen-hingga-waktu-tak-tentu,Positif
05-10-2019,Menaker Apresiasi Penyelenggaraan Ideafest 2019,https://ekonomi.bisnis.com/read/20191005/12/1156192/menaker-apresiasi-penyelenggaraan-ideafest-2019,Positif
27-09-2022,"Harga BBM Naik, Perusahaan Jasa Pengiriman Fokus Inovasi Layanan",https://ekonomi.bisnis.com/read/20220927/98/1581972/harga-bbm-naik-perusahaan-jasa-pengiriman-fokus-inovasi-layanan,Positif
01-11-2018,Wealth Management Bank Mandiri Masih Tumbuh Positif,https://finansial.bisnis.com/read/20181101/90/855817/wealth-management-bank-mandiri-masih-tumbuh-positif,Positif
21-08-2022,"Suku Bunga BI Belum Naik, Pelemahan Rupiah Bisa Berlanjut?",https://market.bisnis.com/read/20220821/7/1568971/suku-bunga-bi-belum-naik-pelemahan-rupiah-bisa-berlanjut,Positif
06-02-2022,Ribuan Purna Pekerja Migran Asal Jabar Dukung Muhaimin Iskandar Maju di Pilpres 2024,https://bandung.bisnis.com/read/20220206/549/1497254/ribuan-purna-pekerja-migran-asal-jabar-dukung-muhaimin-iskandar-maju-di-pilpres-2024,Positif
26-10-2022,"Prospek Ekonomi Global Gelap 2023, Ini Saran Ekonom Bagi Pemerintah",https://ekonomi.bisnis.com/read/20221026/9/1591900/prospek-ekonomi-global-gelap-2023-ini-saran-ekonom-bagi-pemerintah,Positif
16-03-2021,"Bangkitkan Perekonomian, Indonesia Butuh Investasi Asing",https://ekonomi.bisnis.com/read/20210316/9/1368536/bangkitkan-perekonomian-indonesia-butuh-investasi-asing,Positif
12-12-2021,Pembatalan Pinjaman untuk Akuisisi di AS Meningkat,https://ekonomi.bisnis.com/read/20211212/620/1476745/pembatalan-pinjaman-untuk-akuisisi-di-as-meningkat,Positif
09-07-2018,Suku Bunga Acuan Berpotensi Naik Hingga 200 Bps,https://finansial.bisnis.com/read/20180709/11/814689/suku-bunga-acuan-berpotensi-naik-hingga-200-bps,Positif
12-05-2020,Indeks Harga Konsumen Inti AS April 2020 Catat Rekor Penurunan sejak 1957,https://ekonomi.bisnis.com/read/20200512/9/1239762/indeks-harga-konsumen-inti-as-april-2020-catat-rekor-penurunan-sejak-1957,Positif
17-12-2021,"Adu Laris Avanza Versus Xpander Baru, Siapa Juara?",https://otomotif.bisnis.com/read/20211217/46/1479046/adu-laris-avanza-versus-xpander-baru-siapa-juara,Positif
22-02-2020,"Naik Rp11.000, Harga Emas Antam Pecahkan Rekor",https://market.bisnis.com/read/20200222/94/1204635/naik-rp11.000-harga-emas-antam-pecahkan-rekor,Positif
03-08-2021,"Alert! Covid-19 di Sumatra, Kalimantan dan Sulawesi Naik 3 Pekan Terakhir",https://kabar24.bisnis.com/read/20210803/15/1425559/alert-covid-19-di-sumatra-kalimantan-dan-sulawesi-naik-3-pekan-terakhir,Positif
28-10-2023,"Sinyal Kuat di Area Tambang, XL (EXCL) Klaim Sukses Tingkatkan Produktivitas",https://teknologi.bisnis.com/read/20231028/101/1708854/sinyal-kuat-di-area-tambang-xl-excl-klaim-sukses-tingkatkan-produktivitas,Positif
19-07-2022,"Dalam Penguasaan Bangkok Bank, Bank Permata (BNLI) Incar KTA Tumbuh 50 Persen",https://finansial.bisnis.com/read/20220719/90/1556797/dalam-penguasaan-bangkok-bank-bank-permata-bnli-incar-kta-tumbuh-50-persen,Positif
08-07-2021,MPR Dukung Rusun dan Asrama Haji Jadi Tempat Isoman Pasien Covid-19,https://kabar24.bisnis.com/read/20210708/15/1415620/mpr-dukung-rusun-dan-asrama-haji-jadi-tempat-isoman-pasien-covid-19,Positif
26-05-2022,"Laris di Indonesia Timur, Penyaluran Kredit BTN Solusi Melonjak 171 persen",https://ekonomi.bisnis.com/read/20220526/47/1537382/laris-di-indonesia-timur-penyaluran-kredit-btn-solusi-melonjak-171-persen,Positif
19-01-2018,Pengusaha Wanita Ini Bersikeras Ingin Beli Newcastle United,https://bola.bisnis.com/read/20180119/399/728578/pengusaha-wanita-ini-bersikeras-ingin-beli-newcastle-united,Positif
06-09-2018,"Pemerintah Targetkan Setoran Dividen Emiten BUMN Rp26,94 Triliun",https://finansial.bisnis.com/read/20180906/90/836050/pemerintah-targetkan-setoran-dividen-emiten-bumn-rp2694-triliun,Positif
20-01-2022,"Kinerja White Horse Group (WEHA) 2021 Tumbuh 35 Persen, Ini Pemicunya",https://ekonomi.bisnis.com/read/20220120/98/1491621/kinerja-white-horse-group-weha-2021-tumbuh-35-persen-ini-pemicunya,Positif
08-11-2021,"Misi Dagang ke Uni Emirat Arab, Pengusaha Yakin Ekspor Meningkat",https://ekonomi.bisnis.com/read/20211108/12/1463588/misi-dagang-ke-uni-emirat-arab-pengusaha-yakin-ekspor-meningkat,Positif
26-10-2020,Astronom : Bintang dan Planet Tumbuh Bersama Layaknya Saudara,https://teknologi.bisnis.com/read/20201026/84/1310078/astronom-bintang-dan-planet-tumbuh-bersama-layaknya-saudara,Positif
07-11-2022,Pasar Elektronik Jatim Diyakini Masih Akan Tumbuh Positif Tahun Depan,https://surabaya.bisnis.com/read/20221107/532/1595778/pasar-elektronik-jatim-diyakini-masih-akan-tumbuh-positif-tahun-depan,Positif
06-01-2022,"Ragukan Janji OPEC, Harga Minyak Berpotensi Naik",https://market.bisnis.com/read/20220106/94/1486279/ragukan-janji-opec-harga-minyak-berpotensi-naik,Positif
05-07-2022,PT Semen Padang Punya Potensi Besar untuk Pengelolaan PLTA,https://sumatra.bisnis.com/read/20220705/534/1551717/pt-semen-padang-punya-potensi-besar-untuk-pengelolaan-plta,Positif
08-05-2021,"ORIX Indonesia Finance Masih Catatkan Laba Rp278,8 Miliar di Era Pandemi",https://finansial.bisnis.com/read/20210508/89/1392123/orix-indonesia-finance-masih-catatkan-laba-rp2788-miliar-di-era-pandemi,Positif
23-10-2018,Sumut Janjikan Kemudahan Investasi Asal Jepang,https://sumatra.bisnis.com/read/20181023/534/852501/sumut-janjikan-kemudahan-investasi-asal-jepang,Positif
10-07-2018,Inilah Insentif Tax Holiday Bagi Investasi Industri Kendaraan Listrik,https://otomotif.bisnis.com/read/20180710/275/815228/inilah-insentif-tax-holiday-bagi-investasi-industri-kendaraan-listrik,Positif
25-01-2019,"Laba Bank Jatim Tumbuh 8,71%25 Jan 2019 | 23:23 WIB",https://finansial.bisnis.com/read/20190125/90/882656/laba-bank-jatim-tumbuh-871,Positif
19-04-2018,Aliran Investasi Asing ke Indonesia Mengalir Deras,https://ekonomi.bisnis.com/read/20180419/9/786674/aliran-investasi-asing-ke-indonesia-mengalir-deras,Positif
20-11-2018,"BI7DRR Naik, Aptrindo : Kondisi Politik Paling Diperhatikan",https://otomotif.bisnis.com/read/20181120/275/861675/bi7drr-naik-aptrindo-kondisi-politik-paling-diperhatikan,Positif
30-03-2020,"Cegah Corona, Mendagri Dukung Pemda yang Imbau Warga Tak Mudik",https://kabar24.bisnis.com/read/20200330/15/1219966/cegah-corona-mendagri-dukung-pemda-yang-imbau-warga-tak-mudik,Positif
01-03-2020,Milenial Punya Potensi Sukses Investasi Saham,https://surabaya.bisnis.com/read/20200301/532/1207628/milenial-punya-potensi-sukses-investasi-saham,Positif
02-09-2023,PKS Berharap Demokrat Tetap di KPP dan Dukung Bacapres Anies,https://kabar24.bisnis.com/read/20230902/15/1690862/pks-berharap-demokrat-tetap-di-kpp-dan-dukung-bacapres-anies,Positif
15-08-2018,"STRATEGI PENGUATAN DEVISA, Pertamina Siap Beli Minyak Jatah Kontraktor dengan Harga Pasar",https://ekonomi.bisnis.com/read/20180815/44/828589/strategi-penguatan-devisa-pertamina-siap-beli-minyak-jatah-kontraktor-dengan-harga-pasar,Positif
17-05-2018,"Proyeksi Analis,  XL Axiata (EXCL) Masih Layak Beli",https://market.bisnis.com/read/20180517/189/796641/proyeksi-analis-xl-axiata-excl-masih-layak-beli,Positif
06-08-2020,PPI Klaim Tetap Laba dan Jaga Margin di Semester I/2020,https://market.bisnis.com/read/20200806/192/1276147/ppi-klaim-tetap-laba-dan-jaga-margin-di-semester-i2020,Positif
14-02-2023,OJK Optimistis Tren Positif Sektor Jasa Keuangan di Jabar Terus Berlanjut,https://bandung.bisnis.com/read/20230214/550/1628157/ojk-optimistis-tren-positif-sektor-jasa-keuangan-di-jabar-terus-berlanjut,Positif
05-08-2020,"Pergerakan di Bandara Meningkat, Okupansi Kereta Bandara Ikut Terkerek",https://ekonomi.bisnis.com/read/20200805/98/1275604/pergerakan-di-bandara-meningkat-okupansi-kereta-bandara-ikut-terkerek-,Positif
28-06-2021,"Dana Kelolaan Nasabah Tajir di Bank Mandiri Naik 9,6 Persen",https://finansial.bisnis.com/read/20210628/90/1411100/dana-kelolaan-nasabah-tajir-di-bank-mandiri-naik-96-persen,Positif
18-02-2021,Wall Street Tertekan Data Pengangguran dan Lonjakan Obligasi AS,https://market.bisnis.com/read/20210218/7/1358186/wall-street-tertekan-data-pengangguran-dan-lonjakan-obligasi-as,Positif
23-06-2019,"Transaksi Harian BEI Tumbuh 31,32 Persen pada Pekan Ketiga Juni",https://market.bisnis.com/read/20190623/7/936853/transaksi-harian-bei-tumbuh-3132-persen-pada-pekan-ketiga-juni,Positif
23-10-2022,"Suku Bunga BI Naik jadi 4,75 Persen, Dua Sektor Asuransi Paling Terdampak",https://finansial.bisnis.com/read/20221023/215/1590511/suku-bunga-bi-naik-jadi-475-persen-dua-sektor-asuransi-paling-terdampak,Positif
07-08-2023,"12 Emiten IDXTRANS yang Bagi Dividen Tahun Ini, Simak Daftarnya",https://market.bisnis.com/read/20230807/7/1682489/12-emiten-idxtrans-yang-bagi-dividen-tahun-ini-simak-daftarnya,Positif
24-07-2018,Satgas Waspada Investasi Akan Panggil Perusahaan Gadai Swasta Tak Berizin,https://finansial.bisnis.com/read/20180724/89/820131/satgas-waspada-investasi-akan-panggil-perusahaan-gadai-swasta-tak-berizin-,Positif
22-11-2021,"Jelang Sidang Sengketa CPO dengan Uni Eropa, Pakar: Indonesia Perlu Galang Kampanye Positif",https://market.bisnis.com/read/20211122/94/1469170/jelang-sidang-sengketa-cpo-dengan-uni-eropa-pakar-indonesia-perlu-galang-kampanye-positif,Positif
08-10-2022,"Promo Kartu Kredit BCA (BBCA) per Oktober 2022, Ada Moon Chicken hingga Grabfood",https://finansial.bisnis.com/read/20221008/90/1585569/promo-kartu-kredit-bca-bbca-per-oktober-2022-ada-moon-chicken-hingga-grabfood,Positif
24-04-2019,PON 2020 di Papua Dijamin Berjalan Aman,https://bola.bisnis.com/read/20190424/60/915290/pon-2020-di-papua-dijamin-berjalan-aman,Positif
27-07-2023,OPINI : Kemudahan Investasi RI27 Jul 2023 | 21:14 WIB,https://ekonomi.bisnis.com/read/20230727/9/1678990/opini-kemudahan-investasi-ri,Positif
12-01-2021,Insentif PPh Badan Khusus KEK Diteken. Bakal Efektif Dongkrak Investasi?,https://ekonomi.bisnis.com/read/20210112/9/1342136/insentif-pph-badan-khusus-kek-diteken-bakal-efektif-dongkrak-investasi,Positif
16-09-2018,Menpora Dorong Hapkido Segera Gabung ke KONI,https://sport.bisnis.com/read/20180916/59/838826/menpora-dorong-hapkido-segera-gabung-ke-koni,Positif
15-03-2023,KPU Dorong Capres Buka-bukaan Pembayaran Pajak: Biar Publik yang Menilai,https://kabar24.bisnis.com/read/20230315/15/1637797/kpu-dorong-capres-buka-bukaan-pembayaran-pajak-biar-publik-yang-menilai,Positif
18-01-2019,Peran Alumnus UNS Dinilai Dorong Semangat & Daya Saing Kampus,https://kabar24.bisnis.com/read/20190118/79/880245/peran-alumnus-uns-dinilai-dorong-semangat-daya-saing-kampus,Positif
10-04-2023,"AS Abaikan Nikel RI, Kadin Dorong Pemerintah Ajukan Limited FTA",https://ekonomi.bisnis.com/read/20230410/44/1645452/as-abaikan-nikel-ri-kadin-dorong-pemerintah-ajukan-limited-fta,Positif
02-05-2021,"Pacu Daya Beli Warga, Pemerintah Diminta Percepat Penyaluran Zakat",https://ekonomi.bisnis.com/read/20210502/12/1389311/pacu-daya-beli-warga-pemerintah-diminta-percepat-penyaluran-zakat,Positif
13-05-2023,"Potensi Bisnis Cloud Rp203,57 Triliun, Tapi Terancam Hal Ini!",https://teknologi.bisnis.com/read/20230513/84/1655665/potensi-bisnis-cloud-rp20357-triliun-tapi-terancam-hal-ini,Positif
17-01-2021,Krakatau Steel (KRAS) Targetkan Penjualan Produk Baja Tumbuh 25 Persen pada 2021,https://market.bisnis.com/read/20210117/192/1344053/krakatau-steel-kras-targetkan-penjualan-produk-baja-tumbuh-25-persen-pada-2021,Positif
22-11-2021,"NPI Oktober 2021 Surplus, Cadangan Devisa Sentuh Rekor Tertinggi",https://ekonomi.bisnis.com/read/20211122/9/1469160/npi-oktober-2021-surplus-cadangan-devisa-sentuh-rekor-tertinggi,Positif
16-11-2022,"Pemintaan Pemanis Alami Meningkat, Produsen Bersaing Hadirkan Produk Pengganti Gula",https://bandung.bisnis.com/read/20221116/550/1599145/pemintaan-pemanis-alami-meningkat-produsen-bersaing-hadirkan-produk-pengganti-gula,Positif
14-08-2019,"Sustainable Investment, Raup Untung Sekaligus Berderma",https://finansial.bisnis.com/read/20190814/55/1136707/sustainable-investment-raup-untung-sekaligus-berderma,Positif
29-12-2022,"Nol Hotspot, Wapres Ma'ruf Amin Apresiasi Pencegahan Kebakaran Hutan di Indonesia",https://kabar24.bisnis.com/read/20221229/15/1613288/nol-hotspot-wapres-maruf-amin-apresiasi-pencegahan-kebakaran-hutan-di-indonesia,Positif
04-12-2020,Lima Tips Sukses Menjadi Pemimpin Saat WFH,https://entrepreneur.bisnis.com/read/20201204/52/1326685/lima-tips-sukses-menjadi-pemimpin-saat-wfh,Positif
25-08-2021,Semester I/2021: Pendapatan Siantar Top (STTP) Naik Hampir 7 Persen,https://market.bisnis.com/read/20210825/192/1434162/semester-i2021-pendapatan-siantar-top-sttp-naik-hampir-7-persen,Positif
07-08-2018,BEI Dorong UKM untuk Go Public07 Agt 2018 | 21:47 WIB,https://market.bisnis.com/read/20180807/7/825518/bei-dorong-ukm-untuk-go-public,Positif
13-05-2020,"Iuran BPJS Kesehatan Bakal Naik Lagj, Begini Jeritan Warganet",https://kabar24.bisnis.com/read/20200513/79/1240341/iuran-bpjs-kesehatan-bakal-naik-lagj-begini-jeritan-warganet,Positif
09-08-2023,"Mitsubishi Mau Produksi Mobil Listrik di RI, Tambah Investasi Rp5,7 T",https://ekonomi.bisnis.com/read/20230809/257/1683325/mitsubishi-mau-produksi-mobil-listrik-di-ri-tambah-investasi-rp57-t,Positif
04-05-2019,Ini Katalis Positif Emiten Properti,https://market.bisnis.com/read/20190504/7/918655/ini-katalis-positif-emiten-properti,Positif
29-03-2020,"Dukung Pelatihan Medis, Manchester City Tawarkan Etihad Stadium",https://bola.bisnis.com/read/20200329/393/1219425/dukung-pelatihan-medis-manchester-city-tawarkan-etihad-stadium,Positif
30-09-2019,"Hingga Akhir Tahun, Bisnis Waralaba Diprediksi Tumbuh 25%",https://ekonomi.bisnis.com/read/20190930/12/1153952/hingga-akhir-tahun-bisnis-waralaba-diprediksi-tumbuh-25,Positif
07-10-2022,Simak 5 Produk Paling Laris di Tokopedia Selama Musim Hujan,https://teknologi.bisnis.com/read/20221007/266/1585299/simak-5-produk-paling-laris-di-tokopedia-selama-musim-hujan,Positif
22-03-2020,"Dampak Virus Corona, Daihatsu Dorong Pemasaran Secara Digital",https://otomotif.bisnis.com/read/20200322/275/1216675/dampak-virus-corona-daihatsu-dorong-pemasaran-secara-digital,Positif
05-02-2018,Kemenkop dan UKM Dorong Petani Bentuk Koperasi,https://ekonomi.bisnis.com/read/20180205/12/734810/kemenkop-dan-ukm-dorong-petani-bentuk-koperasi,Positif
16-02-2021,Harga Properti Residensial Kuartal I 2021 Diprediksi Tumbuh Tipis,https://ekonomi.bisnis.com/read/20210216/47/1357144/harga-properti-residensial-kuartal-i-2021-diprediksi-tumbuh-tipis,Positif
23-05-2023,Prospek Unit-Linked di Tengah Kontraksi Premi Industri Asuransi Jiwa,https://finansial.bisnis.com/read/20230523/215/1658588/prospek-unit-linked-di-tengah-kontraksi-premi-industri-asuransi-jiwa,Positif
29-08-2021,"Manufaktur Dipatok Tumbuh 5 Persen Tahun Depan, Apa Kata Pelaku Industri?",https://ekonomi.bisnis.com/read/20210829/257/1435352/manufaktur-dipatok-tumbuh-5-persen-tahun-depan-apa-kata-pelaku-industri,Positif
09-10-2021,Wow! Lagu Lalisa dari Lisa Blackpink Pecahkan Dua Rekor Dunia,https://lifestyle.bisnis.com/read/20211009/254/1452460/wow-lagu-lalisa-dari-lisa-blackpink-pecahkan-dua-rekor-dunia,Positif
19-12-2019,Indag Jabar Sukses Kendalikan Harga Barang Kebutuhan Pokok Sepanjang 2019,https://bandung.bisnis.com/read/20191219/550/1183203/indag-jabar-sukses-kendalikan-harga-barang-kebutuhan-pokok-sepanjang-2019,Positif
28-10-2019,Pajak Mobil Baru di Jakarta Segera Naik,https://jakarta.bisnis.com/read/20191028/384/1164140/pajak-mobil-baru-di-jakarta-segera-naik,Positif
18-07-2022,"Permintaan Gas Naik, Pakar Minta Pemerintah Kejar Produksi LNG di Dua Lokasi Ini",https://ekonomi.bisnis.com/read/20220718/44/1556373/permintaan-gas-naik-pakar-minta-pemerintah-kejar-produksi-lng-di-dua-lokasi-ini,Positif
27-10-2021,Wow! Laba Bersih Sampoerna Agro (SGRO) Meroket 28 Kali Lipat pada Kuartal III/2021,https://market.bisnis.com/read/20211027/192/1458992/wow-laba-bersih-sampoerna-agro-sgro-meroket-28-kali-lipat-pada-kuartal-iii2021,Positif
22-06-2023,"Literasi dan Inklusi Keuangan Sumbar di Bawah Angka Nasional, OJK Dorong Pemerataan",https://finansial.bisnis.com/read/20230622/90/1668193/literasi-dan-inklusi-keuangan-sumbar-di-bawah-angka-nasional-ojk-dorong-pemerataan,Positif
20-05-2023,"Relawan Jokowi-Gibran Dukung Prabowo, PDIP Panggil Wali Kota Solo ke Jakarta Pekan Depan",https://kabar24.bisnis.com/read/20230520/15/1657617/relawan-jokowi-gibran-dukung-prabowo-pdip-panggil-wali-kota-solo-ke-jakarta-pekan-depan,Positif
28-07-2021,"Dalam 20 Hari Meningkat 10 Persen, Keterisian Kamar di Kaltim Jadi 87 Persen",https://kalimantan.bisnis.com/read/20210728/407/1423102/dalam-20-hari-meningkat-10-persen-keterisian-kamar-di-kaltim-jadi-87-persen,Positif
07-04-2020,Wall Street Menguat di Tengah Optimisme Perlambatan Penyebaran Covid-19,https://market.bisnis.com/read/20200407/7/1224029/wall-street-menguat-di-tengah-optimisme-perlambatan-penyebaran-covid-19,Positif
16-07-2019,JK: Pengusaha Muda Jangan Didorong-Dorong Jadi Menteri,https://kabar24.bisnis.com/read/20190716/15/1125118/jk-pengusaha-muda-jangan-didorong-dorong-jadi-menteri,Positif
04-07-2020,Bepergian Aman ala Volvo Buses di Saat Covid-19,https://otomotif.bisnis.com/read/20200704/275/1261644/bepergian-aman-ala-volvo-buses-di-saat-covid-19,Positif
15-10-2023,"Soal Dukung Gibran Jadi Cawapres Prabowo, Projo Tunggu Putusan MK",https://kabar24.bisnis.com/read/20231015/15/1704355/soal-dukung-gibran-jadi-cawapres-prabowo-projo-tunggu-putusan-mk,Positif
21-06-2020,Pengurangan PPh Hanya Berlaku untuk Buy Back Maksimal 30 September 2020,https://ekonomi.bisnis.com/read/20200621/259/1255670/pengurangan-pph-hanya-berlaku-untuk-buy-back-maksimal-30-september-2020,Positif
18-04-2019,Delapan Tahun Terakhir Harapan Hidup di Jateng Naik 16 Bulan,https://semarang.bisnis.com/read/20190418/535/913397/delapan-tahun-terakhir-harapan-hidup-di-jateng-naik-16-bulan,Positif
30-06-2022,"Bahan Baku Naik, Honda dan BMW Naikkan Harga Mobil?",https://otomotif.bisnis.com/read/20220630/46/1549900/bahan-baku-naik-honda-dan-bmw-naikkan-harga-mobil,Positif
14-04-2019,Menag Apresiasi Pendidikan Islam Terus Membaik,https://kabar24.bisnis.com/read/20190414/15/911743/menag-apresiasi-pendidikan-islam-terus-membaik,Positif
11-07-2021,Ingin Beli Saham IPO Bukalapak? Catat Jadwalnya,https://market.bisnis.com/read/20210711/7/1416383/ingin-beli-saham-ipo-bukalapak-catat-jadwalnya,Positif
09-10-2021,"Dukung Pebisnis di Masa Pandemi, Accurate Indonesia Hadirkan Accurate Pos",https://teknologi.bisnis.com/read/20211009/266/1452437/dukung-pebisnis-di-masa-pandemi-accurate-indonesia-hadirkan-accurate-pos,Positif
06-09-2020,Transkon Ekspansi Rental Kendaraan ke Timur dan Barat Indonesia,https://otomotif.bisnis.com/read/20200906/275/1287961/transkon-ekspansi-rental-kendaraan-ke-timur-dan-barat-indonesia,Positif
28-06-2023,"Heru Berharap Warga Bekasi Naik LRT ke Jakarta, Urai Kemacetan",https://jakarta.bisnis.com/read/20230628/384/1670130/heru-berharap-warga-bekasi-naik-lrt-ke-jakarta-urai-kemacetan,Positif
20-06-2023,"Update Covid 20 Juni: Kasus Positif Naik 129, Sembuh 251, Meninggal 4",https://kabar24.bisnis.com/read/20230620/15/1667419/update-covid-20-juni-kasus-positif-naik-129-sembuh-251-meninggal-4,Positif
29-09-2022,"Suku Bunga BI Naik, Bukalapak (BUKA) Tak Khawatir soal Pendanaan",https://market.bisnis.com/read/20220929/192/1582704/suku-bunga-bi-naik-bukalapak-buka-tak-khawatir-soal-pendanaan,Positif
11-10-2022,IPv6 Switch On Summit Dorong Perkembangan Ekonomi Digital Indonesia,https://teknologi.bisnis.com/read/20221011/101/1586596/ipv6-switch-on-summit-dorong-perkembangan-ekonomi-digital-indonesia,Positif
01-05-2018,Sentimen Positif Pacu Optimisme Pelaku Usaha Multifinance,https://finansial.bisnis.com/read/20180501/89/790480/sentimen-positif-pacu-optimisme-pelaku-usaha-multifinance,Positif
12-05-2021,"Naik Signifikan, Transaksi Digital Banking BNI Tembus Rp138 Triliun",https://finansial.bisnis.com/read/20210512/90/1393530/naik-signifikan-transaksi-digital-banking-bni-tembus-rp138-triliun,Positif
31-03-2021,"Setelah Vaksinasi, Mitra Gojek Merasa Aman tapi Tetap Jaga Prokes",https://ekonomi.bisnis.com/read/20210331/98/1375273/setelah-vaksinasi-mitra-gojek-merasa-aman-tapi-tetap-jaga-prokes,Positif
29-07-2023,"Ford Obral Promo, Pembelian Everest Titanium dan Ranger Wildtrak",https://otomotif.bisnis.com/read/20230729/46/1679457/ford-obral-promo-pembelian-everest-titanium-dan-ranger-wildtrak,Positif
